two_theta,intensity
45.16,128.91
45.18,134.42
45.2,128.2
45.22,130.2
45.24,130.95
45.26,128.82
45.28,128.85
45.3,133.4
45.32,128.04
45.34,138.35
45.36,129.56
45.38,148.2
45.4,131.9
45.42,134.53
45.44,127.7
45.46,142.71
45.48,139.79
45.5,135.69
45.52,127.47
45.54,135.27
45.56,128.62
45.58,141.54
45.6,138.29
45.62,134.73
45.64,122.07
45.66,129.35
45.68,137.71
45.7,140.35
45.72,139.83
45.74,126.34
45.76,135.81
45.78,139.39
45.8,126.03
45.82,134.29
45.84,135.71
45.86,132.84
45.88,125.09
45.9,132.73
45.92,132.73
45.94,133.64
45.96,131.57
45.98,132.18
46,134.2
46.02,136.62
46.04,132.9
46.06,132.38
46.08,134.9
46.1,124.84
46.12,136.84
46.14,134.46
46.16,134.67
46.18,139.28
46.2,124.72
46.22,124.62
46.24,135.87
46.26,134.47
46.28,135.37
46.3,132.21
46.32,137.85
46.34,139.2
46.36,136.97
46.38,133.25
46.4,124.03
46.42,138.42
46.44,140.69
46.46,137.81
46.48,130.2
46.5,137.97
46.52,138.92
46.54,142.41
46.56,130.25
46.58,133.5
46.6,138.38
46.62,134.94
46.64,129.08
46.66,136.74
46.68,137.57
46.7,135.13
46.72,135.81
46.74,133.44
46.76,142.16
46.78,130.34
46.8,132.02
46.82,135.2
46.84,139.88
46.86,128.55
46.88,130.39
46.9,128.2
46.92,140.79
46.94,138.42
46.96,147.07
46.98,159.43
47,162.85
47.02,180.65
47.04,195.64
47.06,222.98
47.08,249.79
47.1,277.21
47.12,318.3
47.14,367.31
47.16,410.2
47.18,448.75
47.2,505.6
47.22,540
47.24,589.48
47.26,615.99
47.28,630.25
47.3,635.72
47.32,627.77
47.34,614.29
47.36,580.61
47.38,546.67
47.4,506.76
47.42,453.03
47.44,405.27
47.46,356.25
47.48,313.97
47.5,271.69
47.52,251.24
47.54,228.86
47.56,204.47
47.58,171.59
47.6,169.93
47.62,163.5
47.64,146.99
47.66,144.81
47.68,130.9
47.7,140.04
47.72,131.97
47.74,137.39
47.76,128.05
47.78,138.26
47.8,140.48
47.82,131.35
47.84,129.53
47.86,124.41
47.88,133.85
47.9,132.28
47.92,127.43
47.94,137.46
47.96,132.95
47.98,129.83
48,132.45
48.02,140.58
48.04,138.25
48.06,134.59
48.08,138.35
48.1,129.45
48.12,135.43
48.14,136.01
48.16,132.93
48.18,137.47
48.2,131.4
48.22,137.86
48.24,138.08
48.26,120.74
48.28,141.29
48.3,120.1
48.32,132.27
48.34,140.49
48.36,133.78
48.38,128.04
48.4,129.91
48.42,140.53
48.44,125.79
48.46,141.05
48.48,135.14
48.5,129.46
48.52,132.52
48.54,130.35
48.56,139.78
48.58,139.12
48.6,126.87
48.62,133.46
48.64,131.17
48.66,141.96
48.68,128.75
48.7,143.53
48.72,135.35
48.74,129.71
48.76,132.15
48.78,131.53
48.8,129.18
48.82,136.03
48.84,129.43
48.86,124.67
48.88,133.68
48.9,126.58
48.92,131.84
48.94,131.06
48.96,131.26
48.98,145.63
49,135.91
49.02,136.87
49.04,126.77
49.06,132.39
49.08,136.74
49.1,130.55
49.12,140.22
49.14,129.68
49.16,134.27
49.18,132.78
49.2,136.54
49.22,132.52
49.24,134.38
49.26,134.56
49.28,132.08
49.3,138.18
49.32,136.96
49.34,135.33
49.36,133.63
49.38,139.77
49.4,134.62
49.42,134.27
49.44,136.34
49.46,144.31
49.48,129.13
49.5,139.69
49.52,126.38
49.54,136.94
49.56,143.74
49.58,138.32
49.6,136.74
49.62,133.09
49.64,136.05
49.66,134.65
49.68,131.99
49.7,134.47
49.72,136.92
49.74,132.1
49.76,131.92
49.78,129.16
49.8,137.92
49.82,138.7
49.84,137.14
49.86,140.82
49.88,136.44
49.9,137.97
49.92,137.54
49.94,135.57
49.96,133.38
49.98,147.11
50,133.79
50.02,132.73
50.04,138.24
50.06,137.33
50.08,129.06
50.1,141.71
50.12,135.63
50.14,130.55
50.16,142.06
50.18,139.25
50.2,129.81
50.22,145.03
50.24,139.44
50.26,136.11
50.28,144.12
50.3,136.97
50.32,136.04
50.34,132.89
50.36,139.11
50.38,138.59
50.4,136.29
50.42,132.28
50.44,136.88
50.46,135.89
50.48,129.58
50.5,128.9
50.52,139.09
50.54,123.27
50.56,137.31
50.58,133.9
50.6,142.84
50.62,133.84
50.64,139.62
50.66,134.34
50.68,136.91
50.7,140.03
50.72,134.04
50.74,141.34
50.76,131.4
50.78,137.85
50.8,141
50.82,139.7
50.84,145.99
50.86,132.6
50.88,129.53
50.9,131.46
50.92,139.74
50.94,138.94
50.96,136.97
50.98,130.85
51,140.31
51.02,130.36
51.04,142.28
51.06,150.78
51.08,138.34
51.1,139.43
51.12,134.06
51.14,127.48
51.16,133.53
51.18,131.08
51.2,129.32
51.22,145.18
51.24,137.94
51.26,138.48
51.28,135.05
51.3,135.74
51.32,141.43
51.34,136.45
51.36,139.28
51.38,135.65
51.4,134.93
51.42,129.62
51.44,126.77
51.46,135.36
51.48,136.96
51.5,130.25
51.52,136.52
51.54,136.97
51.56,125.93
51.58,132.14
51.6,138.76
51.62,138.67
51.64,130.98
51.66,137.54
51.68,141.87
51.7,140.66
51.72,136.3
51.74,134.45
51.76,133.65
51.78,139.14
51.8,137.79
51.82,139.97
51.84,137.49
51.86,140.93
51.88,137.32
51.9,140.78
51.92,141.22
51.94,132.85
51.96,127.84
51.98,144.61
52,138.18
52.02,128.33
52.04,133.35
52.06,140.78
52.08,135.53
52.1,134.38
52.12,143.95
52.14,131.72
52.16,132.98
52.18,138.03
52.2,138.94
52.22,139.47
52.24,141.56
52.26,138
52.28,139.46
52.3,135.73
52.32,137.35
52.34,137.58
52.36,138.13
52.38,140.92
52.4,139.85
52.42,137.3
52.44,133.04
52.46,137.43
52.48,136.96
52.5,138.08
52.52,148.15
52.54,134.51
52.56,139.25
52.58,142.49
52.6,137.65
52.62,148.85
52.64,135.28
52.66,138.8
52.68,133.2
52.7,135.44
52.72,138.45
52.74,141.45
52.76,138.82
52.78,143.53
52.8,136.77
52.82,135.59
52.84,150.78
52.86,139.24
52.88,133.68
52.9,133.81
52.92,132.58
52.94,141.98
52.96,135.49
52.98,137.96
53,137.01
53.02,140.99
53.04,133.11
53.06,131.98
53.08,138.48
53.1,140.38
53.12,139.04
53.14,133.34
53.16,140.78
53.18,133.69
53.2,134.81
53.22,132.7
53.24,143.94
53.26,140.61
53.28,140.47
53.3,143.69
53.32,151.53
53.34,128.93
53.36,133.79
53.38,134.41
53.4,133.25
53.42,132.12
53.44,136.02
53.46,131.44
53.48,139.21
53.5,137.8
53.52,139.96
53.54,140.1
53.56,140.59
53.58,135.71
53.6,148.19
53.62,138.77
53.64,128.29
53.66,132.6
53.68,128.92
53.7,137.72
53.72,137.03
53.74,135.31
53.76,147.71
53.78,140.41
53.8,141.31
53.82,133.03
53.84,132.7
53.86,137.89
53.88,138.57
53.9,128.44
53.92,136.83
53.94,137.81
53.96,136.67
53.98,133.69
54,135.06
54.02,136.89
54.04,138.23
54.06,140.81
54.08,143.2
54.1,136.33
54.12,135.53
54.14,140.01
54.16,140.89
54.18,135.67
54.2,141.8
54.22,142.76
54.24,144.33
54.26,146.77
54.28,133.55
54.3,137.96
54.32,137.96
54.34,137.42
54.36,134.67
54.38,130.5
54.4,138.4
54.42,134.1
54.44,138.38
54.46,133.99
54.48,132.47
54.5,139.15
54.52,138.74
54.54,140.89
54.56,148.94
54.58,139.4
54.6,140.45
54.62,132.65
54.64,131.61
54.66,145.96
54.68,133.44
54.7,132.85
54.72,137.88
54.74,137.63
54.76,133.58
54.78,136.58
54.8,144.26
54.82,134.09
54.84,131.16
54.86,142.85
54.88,140.61
54.9,135.05
54.92,130.25
54.94,134.45
54.96,137.91
54.98,144.02
55,133.02
55.02,137.79
55.04,141.59
55.06,126.32
55.08,143.4
55.1,132.33
55.12,139.91
55.14,139.5
55.16,143.69
55.18,141.03
55.2,126.4
55.22,134.37
55.24,139
55.26,137.34
55.28,140.71
55.3,142.28
55.32,141.38
55.34,137.28
55.36,129.13
55.38,136.09
55.4,140.46
55.42,132.93
55.44,141.55
55.46,142.95
55.48,139.05
55.5,123.11
55.52,132.06
55.54,147.91
55.56,135.79
55.58,128.67
55.6,144.87
55.62,138.94
55.64,144.69
55.66,141.01
55.68,142.64
55.7,143.27
55.72,146.6
55.74,156.93
55.76,153.86
55.78,145.94
55.8,162.66
55.82,174.87
55.84,186.48
55.86,192.57
55.88,217.99
55.9,237.63
55.92,269.97
55.94,280.44
55.96,311.09
55.98,342.97
56,373.19
56.02,401.18
56.04,419.16
56.06,453.99
56.08,475.69
56.1,482.45
56.12,498.37
56.14,485
56.16,480.33
56.18,457.52
56.2,437.18
56.22,407.12
56.24,382.59
56.26,344.91
56.28,316.25
56.3,286.18
56.32,255.84
56.34,235.21
56.36,223.55
56.38,193.58
56.4,182.81
56.42,175.72
56.44,166.41
56.46,154.21
56.48,137.41
56.5,148.46
56.52,132.37
56.54,149.18
56.56,141.59
56.58,145.04
56.6,135.08
56.62,131.56
56.64,140.46
56.66,138.9
56.68,136.56
56.7,139.42
56.72,152.82
56.74,143.15
56.76,144.23
56.78,143.21
56.8,146.4
56.82,138.06
56.84,128.74
56.86,138.08
56.88,143.09
56.9,134.19
56.92,138.17
56.94,135.6
56.96,146.58
56.98,142.83
57,142.35
57.02,142.2
57.04,138.92
57.06,140.1
57.08,133.2
57.1,128.2
57.12,139.89
57.14,140.77
57.16,145.21
57.18,147.03
57.2,147.03
57.22,134.2
57.24,137.43
57.26,141.61
57.28,151.87
57.3,146.62
57.32,144.83
57.34,137.3
57.36,134.83
57.38,143.2
57.4,133.76
57.42,138.08
57.44,138.71
57.46,147.26
57.48,137.53
57.5,127.12
57.52,141.84
57.54,135.84
57.56,139.55
57.58,138.91
57.6,137.99
57.62,143.32
57.64,131.71
57.66,136.8
57.68,142.81
57.7,136.33
57.72,131.37
57.74,142.76
57.76,145.05
57.78,139.21
57.8,129.64
57.82,142.99
57.84,131.17
57.86,141.02
57.88,135.05
57.9,133.69
57.92,137.29
57.94,138.59
57.96,136.3
57.98,142.47
58,137.31
58.02,144.45
58.04,140.96
58.06,136.08
58.08,135.24
58.1,131.35
58.12,141.05
58.14,137.83
58.16,127.75
58.18,136.94
58.2,135.12
58.22,147.52
58.24,131.13
58.26,132.45
58.28,145.21
58.3,146.46
58.32,135.96
58.34,136.53
58.36,142.78
58.38,128.07
58.4,130.41
58.42,138.32
58.44,147.49
58.46,137.57
58.48,140.26
58.5,145.43
58.52,150.31
58.54,136.9
58.56,139.71
58.58,148.91
58.6,132.2
58.62,144.96
58.64,134.74
58.66,140.35
58.68,138.63
58.7,135.07
58.72,134.95
58.74,141.26
58.76,144.86
58.78,139.24
58.8,140.25
58.82,142.77
58.84,135.06
58.86,143.63
58.88,144.03
58.9,152.96
58.92,138.08
58.94,137.67
58.96,143.82
58.98,144.08
59,137.32
59.02,137.99
59.04,142.72
59.06,135.88
59.08,137.98
59.1,140.49
59.12,145.03
59.14,137.03
59.16,130.85
59.18,130.49
59.2,133.79
59.22,133.53
59.24,139.33
59.26,134.17
59.28,136.61
59.3,136.26
59.32,137.94
59.34,146.76
59.36,143.47
59.38,140.25
59.4,137.87
59.42,138.02
59.44,141.83
59.46,143.12
59.48,135.67
59.5,140.4
59.52,130.07
59.54,141.3
59.56,144.06
59.58,138.86
59.6,149.35
59.62,135.87
59.64,141.37
59.66,140.11
59.68,139.8
59.7,139.74
59.72,140.86
59.74,144.57
59.76,147.23
59.78,140.34
59.8,144.43
59.82,136.86
59.84,144.21
59.86,136.58
59.88,145.85
59.9,151.46
59.92,139.8
59.94,129.46
59.96,137.69
59.98,146.6
60,143.22
60.02,141.7
60.04,145.51
60.06,142.9
60.08,146.58
60.1,145.09
60.12,148.11
60.14,142.31
60.16,145.05
60.18,139
60.2,137.53
60.22,149.09
60.24,141.64
60.26,144.59
60.28,141.2
60.3,137.66
60.32,140.65
60.34,147.79
60.36,143.39
60.38,132.07
60.4,139.56
60.42,149.56
60.44,139.58
60.46,131.66
60.48,150.14
60.5,144.09
60.52,140.34
60.54,138.84
60.56,146.12
60.58,138.01
60.6,146.47
60.62,143.45
60.64,141.97
60.66,141.48
60.68,139.89
60.7,146
60.72,136.46
60.74,132.68
60.76,143.87
60.78,143.97
60.8,143.22
60.82,142.87
60.84,139.24
60.86,144.78
60.88,140.63
60.9,138.43
60.92,139.32
60.94,150.99
60.96,132.22
60.98,143.4
61,132.52
61.02,140.38
61.04,138.76
61.06,130.51
61.08,142.89
61.1,139.06
61.12,130.47
61.14,145.17
61.16,148.16
61.18,148.45
61.2,142.8
61.22,141.24
61.24,147.66
61.26,149.44
61.28,146.71
61.3,136.34
61.32,142.07
61.34,143.27
61.36,132.03
61.38,143.44
61.4,152.46
61.42,144.31
61.44,148.48
61.46,142.04
61.48,140.77
61.5,143.05
61.52,137.07
61.54,136.34
61.56,147.5
61.58,148.04
61.6,136.24
61.62,146.04
61.64,140.77
61.66,142.92
61.68,143.53
61.7,146.21
61.72,141.66
61.74,148.31
61.76,142.81
61.78,144.4
61.8,137.12
61.82,152.09
61.84,143.65
61.86,144.88
61.88,133.28
61.9,137.22
61.92,147.53
61.94,142.78
61.96,131.79
61.98,146.56
62,138.66
62.02,148.44
62.04,140.96
62.06,142.43
62.08,147.31
62.1,136.94
62.12,136.47
62.14,140.46
62.16,145.59
62.18,134.81
62.2,133.13
62.22,145.6
62.24,138.48
62.26,139.54
62.28,132.23
62.3,138.12
62.32,141.49
62.34,146.19
62.36,137.69
62.38,149.84
62.4,138.14
62.42,138.16
62.44,149.27
62.46,142.65
62.48,138.84
62.5,140.84
62.52,148.39
62.54,148.96
62.56,137.56
62.58,141.44
62.6,142.11
62.62,136.74
62.64,141.4
62.66,141.71
62.68,147.4
62.7,147.74
62.72,140.07
62.74,140.66
62.76,145.06
62.78,138.82
62.8,144.7
62.82,141.32
62.84,136.93
62.86,137
62.88,149.03
62.9,141.02
62.92,150.01
62.94,139.25
62.96,143.29
62.98,153.8
63,136.56
63.02,132.37
63.04,148.3
63.06,137.74
63.08,141.78
63.1,138.97
63.12,143.25
63.14,137.16
63.16,141.02
63.18,144.18
63.2,136.9
63.22,138.45
63.24,140.22
63.26,134.83
63.28,139.87
63.3,142.58
63.32,140
63.34,140.65
63.36,141.92
63.38,138.75
63.4,145.49
63.42,149.23
63.44,139.73
63.46,144.49
63.48,140.88
63.5,143.91
63.52,149.92
63.54,144.65
63.56,133.25
63.58,144.39
63.6,148.3
63.62,141.03
63.64,147.13
63.66,138.71
63.68,134.74
63.7,142.89
63.72,133.41
63.74,141
63.76,148.64
63.78,132.67
63.8,135.83
63.82,137.08
63.84,141.93
63.86,140.43
63.88,149.26
63.9,147.05
63.92,144.76
63.94,143.02
63.96,144.27
63.98,138
64,146.61
64.02,136.77
64.04,146.52
64.06,148.28
64.08,143.41
64.1,141.49
64.12,144.38
64.14,128.08
64.16,143.91
64.18,141.84
64.2,142.16
64.22,145.96
64.24,142.06
64.26,136.74
64.28,141.75
64.3,142.8
64.32,143.05
64.34,143.29
64.36,147.69
64.38,137.07
64.4,143.39
64.42,148.97
64.44,133.86
64.46,143.44
64.48,139.62
64.5,140.71
64.52,138.05
64.54,141.73
64.56,151.8
64.58,136.28
64.6,136.76
64.62,136.11
64.64,151.26
64.66,140.33
64.68,142.52
64.7,140.64
64.72,137.94
64.74,141.5
64.76,154.98
64.78,149.65
64.8,138.44
64.82,145.95
64.84,138.57
64.86,133.85
64.88,147.84
64.9,148.55
64.92,147.99
64.94,140.42
64.96,141.95
64.98,146.54
65,144.76
65.02,140.84
65.04,134.72
65.06,143.4
65.08,148.23
65.1,136.86
65.12,146.05
65.14,144.52
65.16,146.63
65.18,147.25
65.2,139.42
65.22,134.82
65.24,140.25
65.26,147.37
65.28,140.22
65.3,139.47
65.32,133.85
65.34,151.73
65.36,147.1
65.38,146.83
65.4,147.83
65.42,145.89
65.44,141.79
65.46,142.2
65.48,140.89
65.5,156.21
65.52,145.83
65.54,140.74
65.56,145.4
65.58,138.02
65.6,150.61
65.62,139.79
65.64,145.61
65.66,148.45
65.68,145.05
65.7,143.61
65.72,143.2
65.74,142.87
65.76,140.28
65.78,140.93
65.8,150.58
65.82,142.65
65.84,139.28
65.86,140.63
65.88,148.73
65.9,146.61
65.92,146.04
65.94,141.97
65.96,146.13
65.98,140.05
66,141.98
66.02,148.14
66.04,147.67
66.06,138.4
66.08,139.04
66.1,143.87
66.12,151.97
66.14,133.77
66.16,144.75
66.18,136.49
66.2,140.21
66.22,141.57
66.24,141.3
66.26,140.74
66.28,143.45
66.3,140.75
66.32,136.12
66.34,147.35
66.36,147.22
66.38,147.68
66.4,135.77
66.42,144.98
66.44,146.88
66.46,138.35
66.48,143.56
66.5,142.94
66.52,152.74
66.54,153.17
66.56,135.23
66.58,156.03
66.6,139
66.62,148.49
66.64,148.45
66.66,138.62
66.68,146.08
66.7,143.08
66.72,146.4
66.74,144.79
66.76,149.63
66.78,144.04
66.8,142.83
66.82,149.16
66.84,146.59
66.86,147.36
66.88,140.39
66.9,138.49
66.92,140.89
66.94,140.63
66.96,147.68
66.98,148.64
67,142.99
67.02,150.93
67.04,150.63
67.06,145.01
67.08,139.7
67.1,151.69
67.12,143.52
67.14,144.47
67.16,142.15
67.18,139.41
67.2,136.52
67.22,147.04
67.24,139.97
67.26,159.19
67.28,138.47
67.3,137.63
67.32,146.48
67.34,151.58
67.36,144.27
67.38,146.81
67.4,134.75
67.42,140.59
67.44,138.62
67.46,134.52
67.48,144.59
67.5,132.8
67.52,137.41
67.54,141.35
67.56,139.89
67.58,146.03
67.6,145.59
67.62,148.54
67.64,147.84
67.66,149.8
67.68,144.09
67.7,145.63
67.72,146.68
67.74,144.84
67.76,142.15
67.78,142.49
67.8,140.07
67.82,146.28
67.84,143.71
67.86,140.87
67.88,140.89
67.9,138.16
67.92,149.11
67.94,144.62
67.96,139.92
67.98,148.29
68,141.46
68.02,137.24
68.04,149.38
68.06,141.6
68.08,142.25
68.1,144.51
68.12,150.03
68.14,144.43
68.16,138.34
68.18,147.07
68.2,141.93
68.22,153.81
68.24,144.37
68.26,133.21
68.28,146.18
68.3,154.13
68.32,152.3
68.34,153.58
68.36,139.34
68.38,149.01
68.4,140.85
68.42,145.59
68.44,138.11
68.46,141.27
68.48,141.12
68.5,149.01
68.52,148.55
68.54,145.96
68.56,137.87
68.58,143.14
68.6,141.08
68.62,149.34
68.64,151.16
68.66,150.97
68.68,142.53
68.7,133.51
68.72,139.68
68.74,157.46
68.76,150.88
68.78,152.54
68.8,169.01
68.82,172.94
68.84,174.06
68.86,181.5
68.88,193.17
68.9,207.7
68.92,229.11
68.94,239.39
68.96,258.36
68.98,278.84
69,285.59
69.02,313.12
69.04,324.45
69.06,327.81
69.08,341.35
69.1,355.01
69.12,366.94
69.14,364.86
69.16,361.06
69.18,361.79
69.2,334.11
69.22,325.88
69.24,310.98
69.26,287.89
69.28,273.28
69.3,246.9
69.32,244.51
69.34,217.91
69.36,216.95
69.38,193.92
69.4,188.38
69.42,173.96
69.44,166.77
69.46,158.21
69.48,157.24
69.5,154.84
69.52,146.82
69.54,148.3
69.56,144.59
69.58,158.25
69.6,145.7
69.62,153.48
69.64,144.52
69.66,146.64
69.68,138.64
69.7,142.96
69.72,146.21
69.74,153.08
69.76,146.26
69.78,152.07
69.8,148.36
69.82,153.3
69.84,144.88
69.86,157.13
69.88,142.76
69.9,141.37
69.92,139.16
69.94,156.88
69.96,149.33
69.98,143.57
70,151.5
70.02,148.7
70.04,155.1
70.06,137.54
70.08,143.96
70.1,142.99
70.12,135.44
70.14,150.62
70.16,143.98
70.18,149.04
70.2,157.15
70.22,143.59
70.24,143.26
70.26,145.97
70.28,150.33
70.3,142.57
70.32,142.26
70.34,150.71
70.36,147.32
70.38,135.22
70.4,139.32
70.42,152.97
70.44,147.48
70.46,141.67
70.48,144.64
70.5,145.57
70.52,149.19
70.54,138.73
70.56,141.33
70.58,146.91
70.6,145.05
70.62,148.42
70.64,139.42
70.66,147.37
70.68,151.05
70.7,148.04
70.72,146.31
70.74,145.14
70.76,141.46
70.78,145.28
70.8,151.95
70.82,145.07
70.84,141.22
70.86,143.22
70.88,146.7
70.9,143.83
70.92,148.14
70.94,148.34
70.96,150.18
70.98,152.86
71,150.73
71.02,141.09
71.04,141.25
71.06,145.4
71.08,143.54
71.1,140.11
71.12,143.6
71.14,143.45
71.16,142.47
71.18,144.26
71.2,151.75
71.22,146.86
71.24,158.23
71.26,146.74
71.28,144.44
71.3,145.92
71.32,147.2
71.34,148.1
71.36,156.32
71.38,141.72
71.4,150.25
71.42,147
71.44,138.12
71.46,149.84
71.48,152.33
71.5,141.72
71.52,145.97
71.54,137.4
71.56,139.74
71.58,151.29
71.6,143.72
71.62,140.52
71.64,147.22
71.66,143.47
71.68,143.74
71.7,149.8
71.72,140.31
71.74,141.6
71.76,146.91
71.78,150.99
71.8,152.35
71.82,142.84
71.84,150.86
71.86,142.27
71.88,155.33
71.9,140.54
71.92,152.86
71.94,142.95
71.96,156.3
71.98,149.2
72,141.18
72.02,143.66
72.04,150.18
72.06,151.55
72.08,145.95
72.1,146.53
72.12,150.11
72.14,146.99
72.16,139.87
72.18,142.28
72.2,147.54
72.22,152.45
72.24,154.46
72.26,150.29
72.28,147.84
72.3,150.15
72.32,143.09
72.34,145.66
72.36,142.32
72.38,140.21
72.4,148.13
72.42,147.4
72.44,149.92
72.46,149.22
72.48,147.72
72.5,149.3
72.52,146.31
72.54,148.6
72.56,142.91
72.58,148.4
72.6,149.91
72.62,143.23
72.64,146.84
72.66,143.48
72.68,143.97
72.7,140.99
72.72,152.95
72.74,151.96
72.76,149.33
72.78,156.52
72.8,145.72
72.82,161.83
72.84,145.55
72.86,147.97
72.88,144.72
72.9,148.58
72.92,150.91
72.94,146.17
72.96,155.63
72.98,147.95
73,148.12
73.02,142.23
73.04,148.88
73.06,146.13
73.08,143.77
73.1,142.94
73.12,160.19
73.14,145.52
73.16,139.57
73.18,143.37
73.2,146.61
73.22,149.61
73.24,149.66
73.26,150.28
73.28,143.69
73.3,148.62
73.32,142.55
73.34,143.84
73.36,142.36
73.38,141.02
73.4,152.29
73.42,150.43
73.44,151.88
73.46,147.2
73.48,150.9
73.5,138.22
73.52,151.35
73.54,147.93
73.56,150.19
73.58,148.97
73.6,142.14
73.62,139.6
73.64,143.54
73.66,149.93
73.68,150.57
73.7,140.29
73.72,142.23
73.74,143.53
73.76,145.37
73.78,140.36
73.8,140.07
73.82,143.08
73.84,147.63
73.86,141.31
73.88,146.64
73.9,152.52
73.92,140.73
73.94,146.22
73.96,152.39
73.98,145.18
74,144.41
74.02,153.11
74.04,145.77
74.06,152.84
74.08,149.47
74.1,145.62
74.12,149.74
74.14,148.96
74.16,152.47
74.18,144.63
74.2,147.59
74.22,147.09
74.24,150.93
74.26,142.29
74.28,152.51
74.3,149.77
74.32,140.86
74.34,153.5
74.36,158.64
74.38,152.49
74.4,154.62
74.42,147.93
74.44,139.2
74.46,138.3
74.48,148.81
74.5,144.58
74.52,142.98
74.54,147.25
74.56,150.65
74.58,140.32
74.6,145.35
74.62,155.15
74.64,142.24
74.66,151.97
74.68,145.21
74.7,150.37
74.72,153.14
74.74,151.37
74.76,152.22
74.78,141.93
74.8,153.26
74.82,143.44
74.84,149.01
74.86,149.02
74.88,150.16
74.9,149.43
74.92,143.54
74.94,141.02
74.96,152.14
74.98,148.72
75,153.55
75.02,147.59
75.04,140.79
75.06,152.66
75.08,145.99
75.1,149.56
75.12,144.63
75.14,156.09
75.16,143.5
75.18,146.21
75.2,148.44
75.22,142.45
75.24,149.58
75.26,155.99
75.28,145.49
75.3,149.93
75.32,134.22
75.34,147.78
75.36,146.42
75.38,143.91
75.4,153.42
75.42,146.39
75.44,147.14
75.46,146.15
75.48,138.47
75.5,142.4
75.52,152.88
75.54,137.53
75.56,144.26
75.58,146.1
75.6,156.83
75.62,151.97
75.64,145.35
75.66,154.67
75.68,144.46
75.7,153.22
75.72,141.39
75.74,153.57
75.76,146.2
75.78,143.13
75.8,147.24
75.82,149.79
75.84,146.04
75.86,151.45
75.88,146.01
75.9,152.38
75.92,152.01
75.94,150.21
75.96,149.31
75.98,153.64
76,157.45
76.02,167.39
76.04,164.85
76.06,168.89
76.08,184.22
76.1,177.12
76.12,183.77
76.14,192.74
76.16,193.07
76.18,205.69
76.2,215.9
76.22,232.64
76.24,239.63
76.26,252.03
76.28,266.94
76.3,274.88
76.32,277.3
76.34,280.44
76.36,292.99
76.38,292.39
76.4,279.31
76.42,282.27
76.44,279
76.46,274.54
76.48,266.16
76.5,252.89
76.52,243.57
76.54,229.89
76.56,215.25
76.58,206.82
76.6,198.44
76.62,189.3
76.64,172.2
76.66,172.85
76.68,169.37
76.7,162.94
76.72,159.27
76.74,159.9
76.76,149.7
76.78,145.16
76.8,150.22
76.82,154.8
76.84,158.72
76.86,153.7
76.88,142.11
76.9,148.06
76.92,150.36
76.94,149.88
76.96,151.63
76.98,144.32
77,149.21
77.02,150.98
77.04,153.01
77.06,144.86
77.08,147.17
77.1,135.38
77.12,145.81
77.14,146.3
77.16,143.83
77.18,149.77
77.2,148.67
77.22,137.67
77.24,150.05
77.26,144.34
77.28,151.42
77.3,142.6
77.32,149.17
77.34,147.61
77.36,150.55
77.38,149.67
77.4,147.78
77.42,141.39
77.44,141.69
77.46,146.17
77.48,149.06
77.5,146.07
77.52,152.25
77.54,147.74
77.56,144.32
77.58,147.76
77.6,150.29
77.62,150.8
77.64,158.58
77.66,145.85
77.68,148.84
77.7,151.35
77.72,149.11
77.74,146.74
77.76,141.5
77.78,146.71
77.8,143.9
77.82,140.65
77.84,145.31
77.86,144.07
77.88,152.23
77.9,152.33
77.92,144.82
77.94,148.04
77.96,140.07
77.98,146.9
78,151.37
78.02,153.51
78.04,145.83
78.06,154.67
78.08,141.84
78.1,143.19
78.12,152.99
78.14,157.81
78.16,151.93
78.18,149.27
78.2,138.51
78.22,139.38
78.24,150.15
78.26,147.73
78.28,144
78.3,149.87
78.32,150.12
78.34,154.28
78.36,150.25
78.38,155.72
78.4,149.63
78.42,149.03
78.44,154.93
78.46,144.73
78.48,163.71
78.5,151.52
78.52,151.56
78.54,152.29
78.56,159.06
78.58,153.65
78.6,141.67
78.62,156.73
78.64,148.01
78.66,150.27
78.68,143.34
78.7,152.38
78.72,146.51
78.74,150.27
78.76,148.36
78.78,159.42
78.8,159.72
78.82,150.05
78.84,150.15
78.86,147.97
78.88,155.38
78.9,148.21
78.92,147.76
78.94,154.77
78.96,147.2
78.98,149.71
79,142.01
79.02,153.44
79.04,159.64
79.06,153.55
79.08,157.26
79.1,145.74
79.12,151.16
79.14,145.27
79.16,148.86
79.18,153.87
79.2,150.53
79.22,142.97
79.24,143.47
79.26,143.15
79.28,152.52
79.3,160.39
79.32,156.9
79.34,140.61
79.36,157.21
79.38,154.8
79.4,142.4
79.42,148.62
79.44,155.63
79.46,152.91
79.48,143.62
79.5,153.23
79.52,139.5
79.54,149.09
79.56,155.9
79.58,150.32
79.6,147.74
79.62,154.69
79.64,155.13
79.66,156.82
79.68,154.65
79.7,155.7
79.72,153.96
79.74,151.64
79.76,150.77
79.78,149.14
79.8,144.28
79.82,145.58
79.84,148.95
79.86,151.58
79.88,157.59
79.9,150.19
79.92,155.42
79.94,155.81
79.96,149.27
79.98,153.41
